brand,model,year,price,mileage,fuelType,transmission,engineSize
Daihatsu,Gran max,2012,"Rp75,000,000","166,000",Bensin,Manual,1300
Daihatsu,Gran max,2020,"Rp160,000,000","4,008",Bensin,Manual,1500
Daihatsu,Sigra,2019,"Rp110,000,000","80,002",Bensin,Manual,1200
Daihatsu,Sigra,2022,"Rp130,000,000","33,000",Bensin,Manual,1200
Daihatsu,Gran max,2010,"Rp60,000,000","61,345",Bensin,Manual,1300
Daihatsu,Gran max,2020,"Rp115,000,000","25,000",Bensin,Manual,1500
Daihatsu,Gran max,2020,"Rp110,000,000","28,000",Bensin,Manual,1300
Daihatsu,Sigra,2019,"Rp115,000,000","49,000",Bensin,Manual,1200
Daihatsu,Gran max,2022,"Rp129,000,000","45,747",Bensin,Manual,1500
Daihatsu,Sigra,2019,"Rp115,000,000","57,001",Bensin,Manual,1200
Daihatsu,Sigra,2023,"Rp118,000,000","114,163",Bensin,Manual,1200
